BAP_No,Location,Country,Facility_Type,Species,Expiration,Rating
F10539Q,Salmones Multiexport S.A. - Cluster - Abtao,Chile,salmonfarm,Salmon,fallow,
F10539O,Salmones Multiexport S.A. - Cluster - Yalac,Chile,salmonfarm,Salmon,fallow,
F10539N,Salmones Multiexport S.A. - Cluster - Guapo,Chile,salmonfarm,Salmon,fallow,
F10539M,Salmones Multiexport S.A. - Cluster - Margarita,Chile,salmonfarm,Salmon,3/21/2015,
F10539L,Salmones Multiexport S.A. - Cluster - Puyuhuapi II,Chile,salmonfarm,Salmon,fallow,
F10932B,Satya Sea Foods IOM 3 ‚Äì POLAMURU FARMS,India,farm,Shrimp,8/31/2015,
F10932C,Satya Sea Foods IOM 3 ‚Äì SRI GOWRI AQUA FARMERS WELFARE SOCEITY,India,farm,Shrimp,8/31/2015,
F10932D,Satya Sea Foods IOM 3 ‚Äì SAI ADITYA AQUA AGENCIES,India,farm,Shrimp,8/31/2015,
F10893,Granja Marina Tornagaleones S.A. - Sur Islote,Chile,salmonfarm,Salmon,fallow,
F10781F,Asvini Fisheries Private Ltd. IOM Farm 2 - TN-II-2008 (0721),India,farm,Shrimp,8/16/2015,
F10781G,Asvini Fisheries Private Ltd. IOM Farm 2 - TN-II-2008 (0722),India,farm,Shrimp,8/16/2015,
F11024,Sumber Sewu Samudra,Indonesia,farm,Shrimp,1/7/2015,
F10896,UTXICO Shrimp Farming Area - Farm 2,Viet Nam,farm,Shrimp,9/27/2015,
F10932E,Satya Sea Foods IOM 3 ‚Äì SRINIVASA FARMS,India,farm,Shrimp,8/31/2015,
F10932F,Satya Sea Foods IOM 3 ‚Äì S.V.DIVAKAR FARMS,India,farm,Shrimp,8/31/2015,
F10932G,Satya Sea Foods IOM 3 ‚Äì M.CHANDRA SHAKER FARMS,India,farm,Shrimp,8/31/2015,
F10932H,Satya Sea Foods IOM 3 ‚Äì VIJALAKSMI ENTERPRISES FARMS,India,farm,Shrimp,8/31/2015,
F10932I,Satya Sea Foods IOM 3 ‚Äì SITHA RAMANJANEYULU FARMS,India,farm,Shrimp,8/31/2015,
F10915,Thuan Phuoc Seafood and Trading Corporation - Ngoc Tung Farm 2,Viet Nam,farm,Shrimp,1/29/2015,
F10932J,Satya Sea Foods IOM 3 ‚Äì SAMUDRA FARMS,India,farm,Shrimp,8/31/2015,
F11158,Wellcome Fisheries - Sunnyvale Seafoods - Mr. Subhas Aqua Farms,India,farm,Shrimp,1/3/2015,
F10914B,Mangala Seafoods - Sunnyvale IOM 2 - Mr. Vamsi Aqua Farms,India,farm,Shrimp,3/11/2015,
F10914D,Mangala Seafoods - Sunnyvale IOM 2 - Mr. Hari Babu Aqua Farms,India,farm,Shrimp,3/11/2015,
F10914C,Mangala Seafoods - Sunnyvale IOM 2 - Mr. Subba Naidu Aqua Farms,India,farm,Shrimp,3/11/2015,
F10914A,Mangala Seafoods - Sunnyvale IOM 2 - Pulluvarthy Bramaiah,India,farm,Shrimp,3/11/2015,
F10898C,GEO Seafoods - Sunnyvale Seafoods - Cluster 3 - Mr. V. Babu Aqua Farm 1,India,farm,Shrimp,11/27/2014,
F10898D,GEO Seafoods - Sunnyvale Seafoods - Cluster 3 - Mr. V. Babu Aqua Farm 2,India,farm,Shrimp,11/27/2014,
F10898B,GEO Seafoods - Sunnyvale Seafoods - Cluster 3 - Mr. Naga Raju Aqua Farms,India,farm,Shrimp,11/27/2014,
F10898A,GEO Seafoods - Sunnyvale Seafoods - Cluster 3 - Mr. M. Balaji,India,farm,Shrimp,11/27/2014,
F10898E,GEO Seafoods - Sunnyvale Seafoods - Cluster 3 - Siva Rama Krishna Farms,India,farm,Shrimp,11/27/2014,
F10916A,M/s. Veerabhadra Exports ‚Äì Cluster 1 ‚Äì SUPRAN Farms,India,farm,Shrimp,12/21/2014,
F11227B,Verrabadhara Exports - IOM 2 - Chaitanya Aqua Farms-1,India,farm,Shrimp,5/27/2015,
F10916C,M/s. Veerabhadra Exports ‚Äì Cluster 1 ‚Äì Chaitanya Aqua Farms 2,India,farm,Shrimp,12/21/2014,
F10921,"Gain Ocean Food Co., Ltd. - Lvjiayi Farm",China,farm,"Tilapia, Pompano",8/31/2015,
F10919,Salmones Caleta Bay S.A. - Cahuelmo,Chile,salmonfarm,Trout,fallow,
F10923A,NTSF - Cluster 1 - 1 Hoa Dien - Kien Luong Farm Zone,Viet Nam,farm,Shrimp,8/26/2015,
F10924,Nhatrang Seaproduct Company - Phuocthe Shrimp Farm Zone,Viet Nam,farm,Shrimp,8/29/2015,
F10925,Australis Mar S.A. - Cluster - Caleta Fog,Chile,salmonfarm,Trout,fallow,
F10928,Australis Mar S.A. - Punta Obstrucci??n,Chile,salmonfarm,Salmon,fallow,
F10458B,Pesquera Apiao S.A. - Caucahue Queler Aucar Farm,Chile,molluskfarm,Mussels,5/7/2015,
F11057,Industrias Martec S.A. - Farm Quepos 1,Costa Rica,farm,Snapper,5/20/2015,
F10976,GeneSeas Aquacultura Ltda - Quit?©ria Farm,Brazil,farm,Tilapia,9/23/2015,
F10961,Australis Mar S.A - Centro Filomena 2,Chile,salmonfarm,Salmon,fallow,
F10937,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Tang Van Tuoi,Viet Nam,farm,Shrimp,1/6/2015,
F10938,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Tang Van Xua,Viet Nam,farm,Shrimp,1/6/2015,
F10939,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Trang Hoang Thanh,Viet Nam,farm,Shrimp,1/6/2015,
F10940,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ly Phuoc Moc,Viet Nam,farm,Shrimp,1/6/2015,
F10941,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ngo Thanh Tuan,Viet Nam,farm,Shrimp,1/6/2015,
F10942,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Nguyen Van Buoi,Viet Nam,farm,Shrimp,1/6/2015,
F10943,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ngo Van Khen,Viet Nam,farm,Shrimp,1/6/2015,
F10944,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Tang Quoc Bao,Viet Nam,farm,Shrimp,1/6/2015,
F10945,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ly Van Tam,Viet Nam,farm,Shrimp,1/6/2015,
F10946,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ly Van Hai,Viet Nam,farm,Shrimp,1/6/2015,
F10947,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Tran Van Thanh,Viet Nam,farm,Shrimp,1/6/2015,
F10948,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Nguyen Van Kim,Viet Nam,farm,Shrimp,1/6/2015,
F10949,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Do Van Tel,Viet Nam,farm,Shrimp,1/6/2015,
F10950,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ly Van Sen,Viet Nam,farm,Shrimp,1/6/2015,
F10951,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ngo Minh Son,Viet Nam,farm,Shrimp,1/6/2015,
F10952,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Ngo Van Phai,Viet Nam,farm,Shrimp,1/6/2015,
F10953,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Tang Van Tenh,Viet Nam,farm,Shrimp,1/6/2015,
F10954,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Tran Van Cuong,Viet Nam,farm,Shrimp,1/6/2015,
F10955,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Huynh Phuong Dai,Viet Nam,farm,Shrimp,1/6/2015,
F10956,Stapimex - Sunnyvale - Hoa Nghia Farm Group 1 - Nguyen Van Phieu,Viet Nam,farm,Shrimp,1/6/2015,
F10960,PT. Windu Mantap Mandiri,Indonesia,farm,Shrimp,12/12/2014,
F10273V,Salmones Camanchaca S.A. - Cluster - Leucayec,Chile,salmonfarm,Salmon,12/4/2014,
F10273U,Salmones Camanchaca S.A. - Cluster - Chonos,Chile,salmonfarm,Salmon,12/4/2014,
F11023,PT. Dewi Laut Aquaculture,Indonesia,farm,Shrimp,11/21/2015,
F11022,PT Gosyen Binuangeun Indonesia,Indonesia,farm,Shrimp,11/21/2014,
F10440H,Sandhya Marines Limited IOM Farm 1 - Priyanka aqua farm 2,India,farm,Shrimp,7/24/2015,
F11134,Asian Feed Co. Ltd. - Winai Farm,Thailand,farm,"Shrimp, Barramundi",1/2/2015,
F11018A,Asian Feed Co. Ltd. - Cluster 2 - Narin Farm,Thailand,farm,Barramundi,12/21/2014,
F11018E,Asian Feed Co. Ltd. - Cluster 2 - Sanit Farm,Thailand,farm,Barramundi,12/21/2014,
F11018D,Asian Feed Co. Ltd. - Cluster 2 - Jamrus Farm,Thailand,farm,Barramundi,12/21/2014,
F11015C,"Sea Wealth Frozen Food Co., Ltd. Cluster 3 - Petsinat Farm",Thailand,farm,Shrimp,10/17/2015,
F11015D,Sea Wealth Frozen Food Co. Ltd. Cluster 3 - Kittisak Farm,Thailand,farm,Shrimp,10/17/2015,
F11015A,Sea Wealth Frozen Food Co. Ltd. Cluster 3 - Thananit Farm,Thailand,farm,Shrimp,10/17/2015,
F11015B,Sea Wealth Frozen Food Co. Ltd. Cluster 3 - Su-Ngai UPE Farm,Thailand,farm,Shrimp,10/17/2015,
F10974E,Panca Mitra IOM 2 - Citra Bhirawa Wira Sakti,Indonesia,farm,Shrimp,1/1/2015,
F10290AH,Marine Harvest Canada Inc. -Group Program - Larsen Island,Canada,salmonfarm,Salmon,12/19/2014,
F10290AG,Marine Harvest Canada Inc. - Group Program - Wanx Talis (Heath Bay),Canada,salmonfarm,Salmon,12/19/2014,
F10290AF,Marine Harvest Canada Inc. - Group Program - Alexander Inlet,Canada,salmonfarm,Salmon,11/19/2014,
F10290AE,Marine Harvest Canada Inc. - Group Program -Cougar Bay,Canada,salmonfarm,Salmon,12/19/2014,
F11020,PT Tiwandi Sempana,Indonesia,farm,Shrimp,1/17/2015,
F10974D,Panca Mitra IOM 2 - UD. Cahaya Sentra,Indonesia,farm,Shrimp,1/9/2015,
F10974C,Panca Mitra IOM 2 - Sidojoyo Utama Tanjung Pecinan,Indonesia,farm,Shrimp,1/1/2015,
F10974B,Panca Mitra IOM 2 - Tambak Pecemengan,Indonesia,farm,Shrimp,1/9/2015,
F11079,Marinazul S.A. - Campo Domingo Rodas,Peru,farm,Shrimp,11/19/2014,
F10970,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 1,Thailand,farm,Shrimp,10/26/2014,
F10971,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - SPM Farm 2,Thailand,farm,Shrimp,10/26/2014,
F10972,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Huay Saab Farm,Thailand,farm,Shrimp,10/26/2014,
F10973,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Net-Non,Thailand,farm,Shrimp,10/26/2014,
F10507E,Jagadeesh Marine Exports Ltd. - Bujji Farms,India,farm,Shrimp,8/24/2015,
F11019,Acuicola Boca S.A. De C.V. Aquiropo,Mexico,farm,Shrimp,10/21/2014,
F10805F,Salmones Caleta Bay S.A - Cluster - Marimelli,Chile,salmonfarm,Salmon,1/9/2015,
F11016,PT. BUMI HARAPAN JAYA,Indonesia,farm,Shrimp,11/21/2014,
F10805G,Salmones Caleta Bay S.A Factoria,Chile,salmonfarm,Salmon,1/9/2015,
F11021,"Oro del Pac??fico, S.A. - Esteromar",Guatemala,farm,Shrimp,9/23/2015,
F10977,The Fishin' Hainan BAP Farms Group - Cheng Jiangqian's Farm,China,farm,Tilapia,4/30/2015,
F11073,Cermaq Chile S.A. Farm Cluster 1 - Isla Tac,Chile,salmonfarm,Salmon,10/21/2014,
F11074,Cermaq Chile S.A. Farm Cluster 1 - Ducanas,Chile,salmonfarm,Salmon,10/21/2014,
F11072,Cermaq Chile S.A. Farm Cluster 1 - Tranqui 2,Chile,salmonfarm,Salmon,10/21/2014,
F11090,Piscicola Entre Rios Ltda - Centro de Cultivos Pullinque,Chile,farm,Trout,1/2/2015,
F11107,Piscicola Entre Rios Ltda - Huite Trout Farm,Chile,farm,Trout,1/2/2015,
F11093,Piscicola Entre Rios Ltda - Pichico Trout Farm,Chile,farm,Trout,1/2/2015,
F11026,M/s. Ahsania Chingri Prakalpo - Gemini Seafood Ltd.,Bangladesh,farm,Shrimp,11/18/2014,
F10978,The Fishin' Hainan BAP Farms Group - Cheng Lezhou's Farm,China,farm,Tilapia,4/30/2015,
F10982,The Fishin' BAP Farms Group - Fang Zhengwei's Farm,China,farm,Tilapia,4/30/2015,
F10986,The Fishin' BAP Farms Group - Huang Shaoxiong Baoluo Farm,China,farm,Tilapia,4/30/2015,
F10987,The Fishin' BAP Farms Group - Huang Shaoxiong Qiaotou Farm,China,farm,Tilapia,4/30/2015,
F10988,The Fishin' BAP Farms Group - Li Jun's Farm,China,farm,Tilapia,4/30/2015,
F10989,The Fishin' BAP Farms Group - Li Zhiping Tanniu Farm,China,farm,Tilapia,4/30/2015,
F10990,The Fishin' BAP Farms Group - Lin Jianfu's Farm,China,farm,Tilapia,4/30/2015,
F10991,The Fishin' BAP Farms Group - Liu Rongmei's Farm,China,farm,Tilapia,4/30/2015,
F10992,The Fishin' BAP Farms Group - Ma Qiuyong's Farm II,China,farm,Tilapia,4/30/2015,
F10993,The Fishin' BAP Farms Group - Rao Chenjie's Farm,China,farm,Tilapia,4/30/2015,
F10994,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm I,China,farm,Tilapia,4/30/2015,
F10995,The Fishin' BAP Farms Group - Tao Weihong Nan You Aquaculture Farm II,China,farm,Tilapia,4/30/2015,
F10996,The Fishin' BAP Farms Group - Tian Shounan's Farm,China,farm,Tilapia,4/30/2015,
F10997,The Fishin' BAP Farms Group - Tian Xinguang's Farm,China,farm,Tilapia,4/30/2015,
F10998,The Fishin' BAP Farms Group - Tian Zhi Yu Aquaculture Farm,China,farm,Tilapia,4/30/2015,
F10999,The Fishin' BAP Farms Group - Wang Haiping Baoluo Farm,China,farm,Tilapia,4/30/2015,
F11000,The Fishin' BAP Farms Group - Wang Haiping Gongpo Farm,China,farm,Tilapia,4/30/2015,
F11001,The Fishin' BAP Farms Group - Wang Haiping Longlou Farm,China,farm,Tilapia,4/30/2015,
F11002,The Fishin' BAP Farms Group - Wang Haiping Longma Farm,China,farm,Tilapia,4/30/2015,
F11003,The Fishin' BAP Farms Group - Wang Haiping Tangjiao Farm,China,farm,Tilapia,4/30/2015,
F11004,The Fishin' BAP Farms Group - Wang Haiping Tanniu Farm,China,farm,Tilapia,4/30/2015,
F11005,The Fishin' BAP Farms Group - Wang Haiping Wenjiao Farm,China,farm,Tilapia,4/30/2015,
F11006,The Fishin' BAP Farms Group - Wang Haizhong Longma Farm,China,farm,Tilapia,4/30/2015,
F11007,The Fishin' BAP Farms Group - Wang Haizhong Xipo Farm,China,farm,Tilapia,4/30/2015,
F11008,The Fishin' BAP Farms Group - Wang Jinyong's Farm,China,farm,Tilapia,4/30/2015,
F11009,The Fishin' BAP Farms Group - Wang Shenghui's Farm,China,farm,Tilapia,4/30/2015,
F11010,The Fishin' BAP Farms Group - Wang Tianping's Farm,China,farm,Tilapia,4/30/2015,
F11011,The Fishin' BAP Farms Group - Xu Jianming's Farm,China,farm,Tilapia,4/30/2015,
F11012,The Fishin' BAP Farms Group - Yu Gonghui's Farm,China,farm,Tilapia,4/30/2015,
F11013,The Fishin' BAP Farms Group - Cui Weidong's Farm,China,farm,Tilapia,4/30/2015,
F11014,The Fishin' BAP Farms Group - Zhu Shiwen's Farm,China,farm,Tilapia,4/30/2015,
F11120,PT. Windu Permana,Indonesia,farm,Shrimp,12/10/2014,
F11028,Hainan Government Owned Sanjiang Liwenming Farm,China,farm,Tilapia,11/2/2014,
F11027A,Salmones Austral Farm Cluster 1 - Polocuhe,Chile,salmonfarm,Salmon,10/26/2014,
F11027B,Salmones Austral Farm Cluster 1 - Quenac,Chile,salmonfarm,Salmon,10/26/2014,
F11027C,Salmones Austral Farm Cluster 1 - Caleta Velero,Chile,salmonfarm,Salmon,10/26/2014,
F11027D,Salmones Austral Farm Cluster 1 - Quillaipe,Chile,salmonfarm,Salmon,10/26/2015,
F11027E,Salmones Austral Farm Cluster 1 - Queullin,Chile,salmonfarm,Salmon,10/26/2014,
F11027F,Salmones Austral Farm Cluster 1 - Ilque,Chile,salmonfarm,Salmon,10/26/2015,
F11027G,Salmones Austral Farm Cluster 1 - Caicaen,Chile,salmonfarm,Salmon,10/26/2014,
F11027H,Salmones Austral Farm Cluster 1 - Verdugo,Chile,salmonfarm,Salmon,10/26/2014,
F11027I,Salmones Austral Farm Cluster 1 - Pirquen,Chile,salmonfarm,Salmon,10/26/2014,
F10373R,Cultivos Yadran S.A. - Melchor 716 Farm,Chile,salmonfarm,Salmon,3/2/2015,
F11091,"Hencoop ditch Reservoir Chen Qiongyi Farm,Wenru Town,Chengmai,Hainan.",China,farm,Tilapia,12/4/2014,
F10533AM,Exportadora Los Fiordos - Cluster - Estero Blanco,Chile,salmonfarm,Salmon,12/4/2014,
F10533AN,Exportadora Los Fiordos - Cluster - Punta Paredes,Chile,salmonfarm,Salmon,12/4/2014,
F10533AO,Exportadora Los Fiordos - Cluster - Isla Teresa,Chile,salmonfarm,Salmon,12/4/2014,
F11029,"Fuqing Guyi Aquaculture Co., Ltd.",China,farm,Shrimp,10/23/2014,
F11071,Pacific Seafood - Coast Seafoods (Farm),United States,molluskfarm,Oysters,11/28/2014,
F10770F,AMS - Cluster 4 - Thachakorn Farm,Thailand,farm,Shrimp,11/9/2015,
F11092,Yarra Valley Caviar,Australia,farm,"Salmon, Trout",1/2/2015,
F10268R,"Grieg Seafood BC, Ltd - Site Gore",Canada,salmonfarm,Salmon,12/10/2014,
F11075,ACUAPANAMA,Panama,farm,Tilapia,6/30/2015,
F11030,Charoen Pokphand Foods PCL. Farm Group 1 - Andaman Farm,Thailand,farm,Shrimp,2/20/2015,
F11031,Charoen Pokphand Foods PCL. Farm Group 1 - Bo Thong,Thailand,farm,Shrimp,2/20/2015,
F11032,Charoen Pokphand Foods PCL. Farm Group 1 - Chaiya 1 Farm,Thailand,farm,Shrimp,2/20/2015,
F11034,Charoen Pokphand Foods PCL. Farm Group 1 - CHBR1 Farm,Thailand,farm,Shrimp,2/20/2015,
F11035,Charoen Pokphand Foods PCL. Farm Group 1 - Chumporn 1 Farm,Thailand,farm,Shrimp,2/20/2015,
F11037,Charoen Pokphand Foods PCL. Farm Group 1 - CS4 Farm,Thailand,farm,Shrimp,2/20/2015,
F11038,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit Farm,Thailand,farm,Shrimp,2/20/2015,
F11039,Charoen Pokphand Foods PCL. Farm Group 1 - Kanchanadit 2 Farm,Thailand,farm,Shrimp,2/20/2015,
F11070,Australis Mar S.A. - Traigu?©n 1,Chile,salmonfarm,Salmon,11/30/2014,
F11040,Charoen Pokphand Foods PCL. Farm Group 1 - Laemsing Farm,Thailand,farm,Shrimp,2/20/2015,
F11041,Charoen Pokphand Foods PCL. Farm Group 1 - Leamluang Farm,Thailand,farm,Shrimp,2/20/2015,
F11042,Charoen Pokphand Foods PCL. Farm Group 1 - Maekhlong 1 Farm,Thailand,farm,Shrimp,2/20/2015,
F11044,Charoen Pokphand Foods PCL. Farm Group 1 - Pakphanang 1 Farm,Thailand,farm,Shrimp,2/20/2015,
F11045,Charoen Pokphand Foods PCL. Farm Group 1 - Roiphet Phase 2 Farm,Thailand,farm,Shrimp,2/20/2015,
F11046,Charoen Pokphand Foods PCL. Farm Group 1 - Roiphet 1 Farm,Thailand,farm,Shrimp,2/20/2015,
F11047,Charoen Pokphand Foods PCL. Farm Group 1 - RY3 Farm,Thailand,farm,Shrimp,2/20/2015,
F11049,Charoen Pokphand Foods PCL. Farm Group 1 - SR3 Farm,Thailand,farm,Shrimp,2/20/2015,
F11050,Charoen Pokphand Foods PCL. Farm Group 1 - SR4 Farm,Thailand,farm,Shrimp,2/20/2015,
F11051,Charoen Pokphand Foods PCL. Farm Group 1 - Suratthani 3 Farm,Thailand,farm,Shrimp,2/20/2015,
F11052,Charoen Pokphand Foods PCL. Farm Group 1 - Tachalab Farm,Thailand,farm,Shrimp,2/20/2015,
F11053,Charoen Pokphand Foods PCL. Farm Group 1 - Thamai 2 Farm,Thailand,farm,Shrimp,2/20/2015,
F11069,"Zhejiang Aoling Aquatic Seeding Technology Co., Ltd.",China,farm,crab,10/11/2015,
F11089A,"Sea Wealth Frozen Food Co., Ltd. - Cluster 4 - Chokserm Farm",Thailand,farm,Shrimp,11/20/2014,
F11089C,"Sea Wealth Frozen Food Co., Ltd. - Cluster 4 - Tung Noi Shrimp Farm",Thailand,farm,Shrimp,11/20/2014,
F11089B,"Sea Wealth Frozen Food Co., Ltd. - Cluster 4 - Pakhamon Farm",Thailand,farm,Shrimp,11/20/2014,
F11108C,"Sea Wealth Frozen Food Co., Ltd. - Cluster 5 - Thaneth Farm",Thailand,farm,Shrimp,12/17/2014,
F11108A,"Sea Wealth Frozen Food Co., Ltd. - Cluster 5 - Phatsorn Farm",Thailand,farm,Shrimp,12/17/2014,
F11108B,"Sea Wealth Frozen Food Co., Ltd. - Cluster 5 - Suphan Farm",Thailand,farm,Shrimp,12/17/2014,
F10575R,Empresas AquaChile SA - Cluster - Huelmo (2),Chile,salmonfarm,Salmon,1/9/2015,
F10575T,Empresas AquaChile SA - Cluster - Puqueldon (2),Chile,salmonfarm,Salmon,1/9/2015,
F10575U,Empresas AquaChile SA - Cluster - Abtao (3B),Chile,salmonfarm,Salmon,1/9/2015,
F10575V,Empresas AquaChile SA - Cluster - Betecoi (18A),Chile,salmonfarm,Salmon,1/9/2015,
F10575W,Empresas AquaChile SA - Cluster - Pangal 1 (31A),Chile,salmonfarm,Salmon,1/9/2015,
F10575X,Empresas AquaChile SA - Cluster - Yatac (12B),Chile,salmonfarm,Salmon,1/9/2015,
F10575Z,Empresas AquaChile SA - Cluster - Norte Isla Valverde (18C),Chile,salmonfarm,Salmon,1/9/2015,
F10575Y,Empresas AquaChile SA - Cluster - Canal Perez Norte (18C),Chile,salmonfarm,Salmon,1/9/2015,
F11117B,Thai Union Group PCL. - Group 1 - Phonprasit Farm,Thailand,farm,Shrimp,11/28/2014,
F11117A,Thai Union Group PCL. - Group 1 - Philin,Thailand,farm,Shrimp,11/28/2014,
F10302P,Cooke Aquaculture Chile S.A. - Cluster - Erasmo 2 (25-A),Chile,salmonfarm,Salmon,11/20/2014,
F11076,Australis Mar S.A. - Cordova 2,Chile,salmonfarm,Salmon,11/7/2014,
F11077,PT. GOLDEN STARS INDONESIA,Indonesia,farm,Shrimp,1/21/2015,
F11087,Australis Mar S.A. - Cordova 3,Chile,salmonfarm,Salmon,11/7/2014,
F11113,Australis Mar S.A. - Cordova 1,Chile,salmonfarm,Salmon,11/7/2014,
F11106,Paraiso Springs Izabal,Guatemala,farm,Tilapia,4/2/2015,
F10739D,Thai Union Group PCL - Cluster 8 - Pordee Farm (Mr. Jirayu Jantraopas),Thailand,farm,Shrimp,11/3/2014,
F11110B,Thai Union Group - IOM 13 - PK Farm,Thailand,farm,Shrimp,2/27/2015,
F11110C,Thai Union Group - IOM 13 - Pinij Farm,Thailand,farm,Shrimp,2/27/2015,
F11110D,Thai Union Group - IOM 13 - U-Tit Farm,Thailand,farm,Shrimp,2/27/2015,
F11110E,Thai Union Group - IOM 13 - Arthorn Farm,Thailand,farm,Shrimp,2/27/2015,
F11244A,Thai Union Group - Cluster 14 - Pairoj Farm,Thailand,farm,Shrimp,7/28/2015,
F11094,AMS Group 2 - Sureerat Chiampiromsuk,Thailand,farm,Shrimp,6/28/2015,
F11095,AMS Group 2 - Nutrathanun Bunthitthiranunt,Thailand,farm,Shrimp,6/28/2015,
F11096,AMS Group 2 - Siwaporn Ngaochai,Thailand,farm,Shrimp,6/28/2015,
F11097,AMS Group 2 - Aroon Thatsanaloetwilai,Thailand,farm,Shrimp,6/28/2015,
F11111,YELLOW SAND RESERVOIR,China,farm,Tilapia,2/6/2015,
F11112,IFB Agro Industries Limited - Farm,India,farm,Shrimp,12/17/2014,
F10539R,Salmones Multiexport S.A. - Cluster - Ninualac,Chile,salmonfarm,Salmon,3/21/2015,
F10539S,Salmones Multiexport S.A. - Cluster - Chelin,Chile,salmonfarm,Salmon,3/21/2015,
F10539T,Salmones Multiexport S.A. - Cluster - Isla Pelada,Chile,salmonfarm,Salmon,3/21/2015,
F10539U,Salmones Multiexport S.A. - Cluster- Playa Bonita,Chile,salmonfarm,Salmon,3/21/2015,
F10539V,Salmones Multiexport S.A. - Cluster -Victoria,Chile,salmonfarm,Salmon,3/21/2015,
F11099,AMS Group 2 - Nuanphan Saengsuk Farm 1,Thailand,farm,Shrimp,6/28/2015,
F11100,AMS Group 2 - Nuanphan Saengsuk Farm 2,Thailand,farm,Shrimp,6/28/2015,
F11101,AMS Group 2 - Atthasit Phothirat Farm 1,Thailand,farm,Shrimp,6/28/2015,
F11102,AMS Group 2 - Atthasit Phothirat Farm 2,Thailand,farm,Shrimp,6/28/2015,
F11103,AMS Group 2 - Kompon Sirisevagul,Thailand,farm,Shrimp,6/28/2015,
F11104,AMS Group 2 - Sermsiri Sirisevagul,Thailand,farm,Shrimp,6/28/2015,
F11105,"AMS Group 2 - Bhudtree Prathumsuwan, Bongkot Prathumsuwan",Thailand,farm,Shrimp,6/28/2015,
F11115,"Xuwen County QuJie Town Shihai Reservoir Farm of Zhanjiang Shuanghu Food Co., Ltd.",China,farm,Tilapia,1/1/2015,
F11114,"The Fifth and Sixth Aquafarm of Zhuhai Fumin Tilapia Aquafarm &Research Co.,Ltd(H, G, W)",China,farm,"Tilapia, Barramundi, Red Drum, Catfish, Seabass, Pangasius",1/22/2015,
F11124,Semaun AquaCulture Sdn Bhd,Brunei Darussalam,farm,Shrimp,2/12/2015,
F11122,Golden Farm,Brunei Darussalam,farm,Shrimp,2/12/2015,
F11123,Penyatang Farm,Brunei Darussalam,farm,Shrimp,2/12/2015,
F11231,Suryo Udyog Limited - Parikhi Farm,India,farm,Shrimp,7/8/2015,
F11141B,"Sea Wealth Frozen Food Co., Ltd. - Cluster 7 - Thanaporn Farm",Thailand,farm,Shrimp,3/20/2015,
F11141C,"Sea Wealth Frozen Food Co., Ltd. - Cluster 7 - Pramote Farm",Thailand,farm,Shrimp,3/20/2015,
F11141D,"Sea Wealth Frozen Food Co., Ltd. - Cluster 7 - Phanwira Farm",Thailand,farm,Shrimp,3/20/2015,
F11118C,"Sea Wealth Frozen Food Co., Ltd. IOM 6 - Sathit Farm",Thailand,farm,Shrimp,1/2/2015,
F11118A,"Sea Wealth Frozen Food Co., Ltd. - Cluster 6 - Jittapong Farm",Thailand,farm,Shrimp,1/2/2015,
F11118B,"Sea Wealth Frozen Food Co., Ltd. - Cluster 6 - Pensri Farm",Thailand,farm,Shrimp,1/2/2015,
F10923B,NTSF - Cluster 1 - Giang Thanh - Kien Luong Farm,Viet Nam,farm,Shrimp,8/26/2015,
F10816F,AMS - Cluster 6 - Anan Farm,Thailand,farm,Shrimp,1/3/2015,
F10816G,AMS - Cluster 6 - Manus Farm,Thailand,farm,Shrimp,1/3/2015,
F10816H,AMS - Cluster 6 - Apisit Farm,Thailand,farm,Shrimp,1/3/2015,
F11119,Wencun Yilong Aquafarm of Taishan City,China,farm,"Tilapia, Barramundi, Red Drum, Catfish, Seabass, Pangasius",1/22/2015,
